,Amount,Detailed Head,Detailed Head Description,District,Group Sub Head,Group Sub Head Description,Head of Account,Major Head,Major Head Description,Major Head Type,Minor Head,Minor Head Description,Month,Plan/Non Plan,Sub Detailed Head,Sub Detailed Head Description,Sub Head,Sub Head Description,Sub Major Head,Sub Major Head Description,Voted/Charged,Year
243949,3036138.0,300.0,Other Contractual Services,GUNTUR,11.0,State Development Schemes,2225032771122300000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
243950,0.0,500.0,Other Charges,GUNTUR,11.0,State Development Schemes,2225032771122500503NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,503.0,Other Expenditure,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
244143,389580.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,11.0,Pay,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244144,1280.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,12.0,Allowances,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244145,280229.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,13.0,Dearness Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244146,104422.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,15.0,Interim Relief,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244147,63447.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,16.0,House Rent Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244148,0.0,10.0,Salaries,GUNTUR,0.0,Not Applicable,2235021020010010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,18.0,Encashment of Earned Leave,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244150,0.0,110.0,Domestic Travel Expenses,GUNTUR,0.0,Not Applicable,2235021020010110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,111.0,Travelling Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244151,0.0,130.0,Office Expenses,GUNTUR,0.0,Not Applicable,2235021020010130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,131.0,"Service Postage, Telegram and Telephone Charges",10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244152,0.0,130.0,Office Expenses,GUNTUR,0.0,Not Applicable,2235021020010130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,132.0,Other Office Expenses,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244153,0.0,130.0,Office Expenses,GUNTUR,0.0,Not Applicable,2235021020010130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,133.0,Water and Electricity Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244154,0.0,140.0,"Rents, Rates and Taxes",GUNTUR,0.0,Not Applicable,2235021020010140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244155,0.0,210.0,Supplies and Materials,GUNTUR,0.0,Not Applicable,2235021020010210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,211.0,Materials and Supplies,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244156,0.0,210.0,Supplies and Materials,GUNTUR,0.0,Not Applicable,2235021020010210212NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,212.0,Drugs and Medicines,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244157,0.0,230.0,Cost of Ration/Diet Charges,GUNTUR,0.0,Not Applicable,2235021020010230000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244158,0.0,250.0,"Clothing, Tentage and Store",GUNTUR,0.0,Not Applicable,2235021020010250000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244159,0.0,310.0,Grants-in-Aid,GUNTUR,0.0,Not Applicable,2235021020010310318NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,318.0,Obsequies Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244160,0.0,500.0,Other Charges,GUNTUR,0.0,Not Applicable,2235021020010500504NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,504.0,Cosmetic Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
244174,0.0,280.0,Professional Services,GUNTUR,11.0,State Development Schemes,2235021021109280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,283.0,Payments to Anganwadi Workers,9.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244175,1836684.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,11.0,Pay,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244176,9427.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,12.0,Allowances,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244177,1300176.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,13.0,Dearness Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244178,472789.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,15.0,Interim Relief,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244179,296960.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,16.0,House Rent Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244180,0.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,17.0,Medical Reimbursement,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244181,0.0,10.0,Salaries,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,18.0,Encashment of Earned Leave,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244183,0.0,110.0,Domestic Travel Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,111.0,Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244184,0.0,110.0,Domestic Travel Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205110114NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,114.0,Fixed Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244185,0.0,130.0,Office Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,131.0,"Service Postage, Telegram and Telephone Charges",5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244186,0.0,130.0,Office Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,132.0,Other Office Expenses,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244187,0.0,130.0,Office Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,133.0,Water and Electricity Charges,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244188,0.0,130.0,Office Expenses,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205130134NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,134.0,Hiring of Private Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244189,0.0,140.0,"Rents, Rates and Taxes",GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244190,0.0,240.0,"Petrol, Oil and Lubricants",GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205240000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244191,0.0,280.0,Professional Services,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,283.0,Payments to Anganwadi Workers,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244192,0.0,300.0,Other Contractual Services,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205300000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244193,58192599.0,310.0,Grants-in-Aid,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205310312NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,312.0,Other Grants-in-Aid,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244194,0.0,510.0,Motor Vehicles,GUNTUR,12.0,Central Assistance to State Development Schemes,2235021021205510511NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,511.0,Maintenance of Office Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
244935,0.0,1.0,Advances for N.G.Os. for Education of their children and other Miscellaneous purposes,GUNTUR,0.0,Not Applicable,7610008000010001000NVN,7610.0,"Loans to Government Servants etc.,",P,800.0,Other Expenditure,JULY,N,0.0,Not Applicable,10.0,Advances to N.G.O's for education of their children and other Misc.purposes,0.0,Not Applicable,V,2014
245521,892428.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010011NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,11.0,Pay,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245522,27470.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010012NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,12.0,Allowances,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245523,770228.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010013NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,13.0,Dearness Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245524,240596.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010015NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,15.0,Interim Relief,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245525,154489.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010016NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,16.0,House Rent Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245526,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010017NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,17.0,Medical Reimbursement,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245527,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010018NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,18.0,Encashment of Earned Leave,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245528,0.0,210.0,Supplies and Materials,WESTGODAVARI,0.0,Not Applicable,2202011010004210211NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,211.0,Materials and Supplies,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245529,0.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202011010004310318NVN,2202.0,General Education,P,101.0,Government Primary Schools,NOV,N,318.0,Obsequies Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
245530,15507897.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202011020004310311NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",NOV,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
245531,0.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202011020004310312NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",NOV,N,312.0,Other Grants-in-Aid,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
245598,7619630.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010011NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,11.0,Pay,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245599,56996.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010012NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,12.0,Allowances,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245600,6670281.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010013NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,13.0,Dearness Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245601,2054067.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010015NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,15.0,Interim Relief,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245602,1105217.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010016NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,16.0,House Rent Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245603,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010017NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,17.0,Medical Reimbursement,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245604,20344.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010018NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,18.0,Encashment of Earned Leave,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245605,0.0,130.0,Office Expenses,WESTGODAVARI,0.0,Not Applicable,2202021090004130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245606,1869791.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202021090004310311NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,311.0,Grants-in-Aid towards Salaries,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245607,0.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202021090004310318NVN,2202.0,General Education,P,109.0,Government Secondary Schools,NOV,N,318.0,Obsequies Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
245616,16041546.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202021100004310311NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,NOV,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
246055,20300.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010011NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,11.0,Pay,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
246056,120.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010012NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,12.0,Allowances,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
246057,17327.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010013NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,13.0,Dearness Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
246058,5481.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010015NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,15.0,Interim Relief,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
246059,4060.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010016NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,16.0,House Rent Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
246060,11795.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010018NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,NOV,N,18.0,Encashment of Earned Leave,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
246442,304520.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010011NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,11.0,Pay,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246443,790.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010012NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,12.0,Allowances,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246444,253451.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010013NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,13.0,Dearness Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246445,82224.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010015NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,15.0,Interim Relief,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246446,46585.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010016NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,16.0,House Rent Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246447,0.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010018NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,18.0,Encashment of Earned Leave,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246448,0.0,130.0,Office Expenses,WESTGODAVARI,11.0,State Development Schemes,2225032771122130131NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,131.0,"Service Postage, Telegram and Telephone Charges",22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246449,0.0,130.0,Office Expenses,WESTGODAVARI,11.0,State Development Schemes,2225032771122130132NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,132.0,Other Office Expenses,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246450,0.0,130.0,Office Expenses,WESTGODAVARI,11.0,State Development Schemes,2225032771122130133NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,133.0,Water and Electricity Charges,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246451,168792.0,140.0,"Rents, Rates and Taxes",WESTGODAVARI,11.0,State Development Schemes,2225032771122140000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246452,0.0,210.0,Supplies and Materials,WESTGODAVARI,11.0,State Development Schemes,2225032771122210211NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,211.0,Materials and Supplies,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246453,1137093.0,230.0,Cost of Ration/Diet Charges,WESTGODAVARI,11.0,State Development Schemes,2225032771122230000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246454,0.0,300.0,Other Contractual Services,WESTGODAVARI,11.0,State Development Schemes,2225032771122300000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246455,0.0,500.0,Other Charges,WESTGODAVARI,11.0,State Development Schemes,2225032771122500503NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,NOV,P,503.0,Other Expenditure,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
246614,379190.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,11.0,Pay,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246615,21620.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,12.0,Allowances,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246616,315194.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,13.0,Dearness Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246617,56340.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,15.0,Interim Relief,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246618,34137.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,16.0,House Rent Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246619,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,17.0,Medical Reimbursement,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246620,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,18.0,Encashment of Earned Leave,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246622,0.0,110.0,Domestic Travel Expenses,WESTGODAVARI,0.0,Not Applicable,2235021020010110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,111.0,Travelling Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246623,382.0,130.0,Office Expenses,WESTGODAVARI,0.0,Not Applicable,2235021020010130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,131.0,"Service Postage, Telegram and Telephone Charges",10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246624,8521.0,130.0,Office Expenses,WESTGODAVARI,0.0,Not Applicable,2235021020010130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,132.0,Other Office Expenses,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246625,0.0,130.0,Office Expenses,WESTGODAVARI,0.0,Not Applicable,2235021020010130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,133.0,Water and Electricity Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246626,6898.0,140.0,"Rents, Rates and Taxes",WESTGODAVARI,0.0,Not Applicable,2235021020010140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246627,0.0,210.0,Supplies and Materials,WESTGODAVARI,0.0,Not Applicable,2235021020010210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,211.0,Materials and Supplies,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246628,0.0,210.0,Supplies and Materials,WESTGODAVARI,0.0,Not Applicable,2235021020010210212NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,212.0,Drugs and Medicines,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246629,59866.0,230.0,Cost of Ration/Diet Charges,WESTGODAVARI,0.0,Not Applicable,2235021020010230000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246630,0.0,250.0,"Clothing, Tentage and Store",WESTGODAVARI,0.0,Not Applicable,2235021020010250000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246631,4500.0,500.0,Other Charges,WESTGODAVARI,0.0,Not Applicable,2235021020010500504NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,N,504.0,Cosmetic Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
246641,2149961.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,11.0,Pay,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
